numero_cliente;regional;safra_inicio_obras;nps_vistoria;faixa_renda;idade;filhos;sexo;estado_civil;escolaridade;meses_para_entrega;status_assistencia;acionamentos_assistencia;nps_6m;nps_6m_target
485;PR;2022-1S;Promotor;FAIXA 1;52;0;0;Solteiro(a);Superior Completo;24;AMBOS TIPOS;3;Neutro;1
486;RJ;2020-2S;Promotor;FAIXA 4;48;1;1;Solteiro(a);Médio Completo;38;Não Solicitou;0;Promotor;2
487;RS;2021-2S;Neutro;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;16;Não Solicitou;0;Detrator;0
488;SP;2021-1S;Promotor;FAIXA 1;40;1;1;Solteiro(a);Médio Completo;29;AMBOS TIPOS;2;Neutro;1
489;SP;2021-1S;Neutro;FAIXA 2;37;1;1;Solteiro(a);Superior Completo;29;Improcedente;0;Detrator;0
490;BA;2022-1S;Detrator;FAIXA 2;29;0;0;Solteiro(a);Superior Completo;17;Improcedente;1;Detrator;0
491;BA;2022-1S;Promotor;FAIXA 1;63;0;0;Casado(a);Médio Completo;20;Não Solicitou;0;Promotor;2
492;SP;2021-1S;Promotor;FAIXA 1;55;0;0;Casado(a);Superior Completo;29;AMBOS TIPOS;5;Detrator;0
493;SP;2021-1S;Promotor;FAIXA 2;34;1;1;Solteiro(a);Superior Completo;29;Não Solicitou;0;Detrator;0
494;SP;2021-1S;Promotor;FAIXA 1;39;1;1;Solteiro(a);Superior Completo;29;AMBOS TIPOS;1;Detrator;0
495;SP;2021-1S;Neutro;FAIXA 1;48;2;2;Solteiro(a);Médio Completo;29;AMBOS TIPOS;11;Detrator;0
496;SP;2021-1S;Neutro;FAIXA 1;45;0;0;Casado(a);Médio Completo;31;Procedente;2;Detrator;0
497;RJ;2020-2S;Promotor;FAIXA 1;49;0;0;Solteiro(a);Médio Completo;38;Não Solicitou;3;Detrator;0
498;BA;2022-1S;Promotor;FAIXA 1;37;1;1;Solteiro(a);Médio Completo;17;Não Solicitou;0;Promotor;2
499;BA;2022-1S;Neutro;FAIXA 1;35;1;1;Solteiro(a);Superior Completo;20;AMBOS TIPOS;3;Detrator;0
500;CPS;2021-2S;Promotor;FAIXA 1;47;2;2;Casado(a);Médio Completo;27;AMBOS TIPOS;13;Detrator;0
501;CPS;2021-2S;Promotor;FAIXA 1;45;2;2;Solteiro(a);Médio Completo;27;Não Solicitou;0;Detrator;0
502;CPS;2021-2S;Promotor;FAIXA 1;44;0;0;Solteiro(a);Médio Completo;27;Procedente;3;Promotor;2
503;CPS;2021-2S;Neutro;FAIXA 1;39;1;1;Divorciado(a);Médio Completo;27;Procedente;4;Detrator;0
504;CPS;2021-2S;Detrator;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;27;AMBOS TIPOS;11;Detrator;0
505;CPS;2021-2S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;27;Procedente;4;Detrator;0
506;CPS;2021-2S;Detrator;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;27;AMBOS TIPOS;14;Detrator;0
507;CPS;2021-2S;Promotor;FAIXA 1;31;0;0;Casado(a);Superior Completo;27;Procedente;2;Detrator;0
508;CPS;2021-2S;Promotor;FAIXA 1;25;0;0;Casado(a);Médio Completo;27;AMBOS TIPOS;4;Detrator;0
509;CPS;2021-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;27;Procedente;2;Detrator;0
510;CPS;2021-2S;Promotor;FAIXA 1;32;2;2;Solteiro(a);Médio Completo;27;Não Solicitou;0;Detrator;0
511;CPS;2021-2S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Detrator;0
512;CPS;2021-2S;Promotor;FAIXA 1;42;0;0;Solteiro(a);Médio Completo;27;AMBOS TIPOS;6;Neutro;1
513;CPS;2021-2S;Promotor;FAIXA 1;31;0;0;Casado(a);Médio Completo;27;AMBOS TIPOS;4;Detrator;0
514;CPS;2021-2S;Promotor;FAIXA 1;31;1;1;Solteiro(a);Médio Completo;27;Procedente;1;Detrator;0
515;CPS;2021-2S;Neutro;FAIXA 2;27;0;0;Solteiro(a);Médio Completo;27;AMBOS TIPOS;1;Detrator;0
516;BA;2022-1S;Promotor;FAIXA 3;55;1;1;Divorciado(a);Superior Completo;17;Procedente;1;Promotor;2
517;BA;2022-1S;Promotor;FAIXA 2;32;0;0;Solteiro(a);Médio Completo;18;Procedente;6;Promotor;2
518;BA;2022-1S;Detrator;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;17;AMBOS TIPOS;3;Detrator;0
519;BA;2022-1S;Promotor;FAIXA 3;38;0;0;Solteiro(a);Superior Completo;20;Não Solicitou;4;Neutro;1
520;PR;2022-1S;Promotor;FAIXA 1;24;0;0;Solteiro(a);Superior Completo;24;Não Solicitou;0;Promotor;2
521;SP;2021-1S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;29;AMBOS TIPOS;1;Detrator;0
522;RJ;2022-1S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
523;RJ;2021-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;20;Procedente;3;Detrator;0
524;PR;2022-1S;Promotor;FAIXA 1;33;2;2;Solteiro(a);Médio Completo;24;AMBOS TIPOS;2;Detrator;0
525;SP;2020-1S;Neutro;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;39;Não Solicitou;0;Detrator;0
526;RJ;2022-2S;Neutro;FAIXA 2;37;1;1;Solteiro(a);Médio Completo;18;Não Solicitou;0;Neutro;1
527;RJ;2022-2S;Neutro;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;18;AMBOS TIPOS;11;Neutro;1
528;RJ;2023-1S;Promotor;FAIXA 1;37;1;1;Solteiro(a);Médio Completo;5;AMBOS TIPOS;3;Detrator;0
529;RJ;2022-2S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;18;Procedente;1;Detrator;0
530;RJ;2022-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;18;Não Solicitou;0;Promotor;2
531;RJ;2023-1S;Promotor;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;5;Procedente;3;Promotor;2
532;RJ;2023-1S;Detrator;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;5;Não Solicitou;0;Promotor;2
533;RJ;2022-2S;Neutro;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;18;Procedente;1;Neutro;1
534;PR;2022-1S;Detrator;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;24;AMBOS TIPOS;1;Detrator;0
535;RJ;2022-1S;Detrator;FAIXA 2;61;0;0;Divorciado(a);Médio Incompleto;27;Não Solicitou;0;Detrator;0
536;CPS;2021-2S;Promotor;FAIXA 2;51;2;2;Divorciado(a);Médio Completo;27;Não Solicitou;0;Promotor;2
537;RJ;2020-2S;Promotor;FAIXA 2;49;1;1;Solteiro(a);Superior Completo;38;Não Solicitou;0;Promotor;2
538;RJ;2023-1S;Promotor;FAIXA 1;34;1;1;Divorciado(a);Médio Completo;5;Não Solicitou;1;Promotor;2
539;BA;2022-1S;Detrator;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;17;Improcedente;0;Detrator;0
540;BA;2022-1S;Detrator;FAIXA 2;50;0;0;Solteiro(a);Superior Completo;17;Procedente;1;Detrator;0
541;RJ;2022-2S;Promotor;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;18;Procedente;1;Detrator;0
542;RJ;2023-1S;Neutro;FAIXA 1;28;1;1;Solteiro(a);Médio Completo;5;AMBOS TIPOS;1;Detrator;0
543;BA;2021-2S;Promotor;FAIXA 4;68;0;0;Divorciado(a);Superior Completo;27;Não Solicitou;0;Promotor;2
544;RJ;2022-2S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;18;Procedente;2;Promotor;2
545;BA;2022-1S;Promotor;FAIXA 1;47;1;1;Solteiro(a);Médio Completo;25;Não Solicitou;0;Promotor;2
546;BA;2022-1S;Promotor;FAIXA 1;47;2;2;Solteiro(a);Médio Completo;25;AMBOS TIPOS;3;Promotor;2
547;BA;2022-1S;Promotor;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;20;Improcedente;5;Promotor;2
548;BA;2022-1S;Neutro;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;25;Não Solicitou;0;Neutro;1
549;BA;2022-1S;Neutro;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;25;Procedente;1;Detrator;0
550;BA;2022-1S;Promotor;FAIXA 1;41;1;1;Solteiro(a);Médio Incompleto;25;Não Solicitou;0;Promotor;2
551;BA;2022-1S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;25;Não Solicitou;3;Promotor;2
552;BA;2022-1S;Detrator;FAIXA 1;48;0;0;Solteiro(a);Superior Completo;25;Procedente;1;Detrator;0
553;BA;2022-1S;Detrator;FAIXA 2;57;0;0;Solteiro(a);Superior Completo;25;Não Solicitou;0;Detrator;0
554;BA;2022-1S;Neutro;FAIXA 3;48;1;1;Solteiro(a);Médio Completo;25;Procedente;1;Neutro;1
555;RJ;2022-2S;Detrator;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;18;AMBOS TIPOS;5;Detrator;0
556;BA;2022-1S;Neutro;FAIXA 2;38;0;0;Solteiro(a);Médio Completo;25;Não Solicitou;0;Detrator;0
557;BA;2022-1S;Promotor;FAIXA 1;46;1;1;Solteiro(a);Médio Completo;25;AMBOS TIPOS;5;Promotor;2
558;PR;2022-1S;Promotor;FAIXA 1;44;1;1;Solteiro(a);Médio Completo;24;Não Solicitou;3;Detrator;0
559;BA;2022-1S;Promotor;FAIXA 3;45;1;1;Solteiro(a);Médio Completo;17;Não Solicitou;0;Detrator;0
560;PR;2022-1S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;0;Detrator;0
561;PR;2022-1S;Promotor;FAIXA 1;38;3;3;Solteiro(a);Médio Completo;24;AMBOS TIPOS;15;Detrator;0
562;BA;2021-2S;Neutro;FAIXA 3;36;0;0;Solteiro(a);Superior Incompleto;27;Não Solicitou;0;Neutro;1
563;BA;2022-1S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;25;Improcedente;1;Neutro;1
564;SP;2020-2S;Detrator;FAIXA 1;25;1;1;Solteiro(a);Médio Completo;31;Não Solicitou;0;Neutro;1
565;BA;2022-1S;Detrator;FAIXA 2;41;0;0;Solteiro(a);Médio Completo;25;Improcedente;0;Detrator;0
566;RJ;2023-1S;Promotor;FAIXA 1;29;1;1;Solteiro(a);Médio Completo;5;Não Solicitou;0;Detrator;0
567;CPS;2021-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;27;Procedente;4;Detrator;0
568;BA;2022-1S;Promotor;FAIXA 1;51;1;1;Solteiro(a);Médio Completo;25;Procedente;12;Detrator;0
569;BA;2022-1S;Detrator;FAIXA 2;52;0;0;Solteiro(a);Superior Completo;25;Não Solicitou;0;Neutro;1
570;RJ;2020-2S;Detrator;FAIXA 4;56;1;1;Casado(a);Médio Completo;38;AMBOS TIPOS;3;Detrator;0
571;SP;2021-2S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;31;Não Solicitou;2;Promotor;2
572;PR;2022-1S;Promotor;FAIXA 2;26;0;0;Solteiro(a);Superior Completo;24;Não Solicitou;0;Neutro;1
573;SP;2021-2S;Promotor;FAIXA 2;30;0;0;Solteiro(a);Superior Completo;31;Procedente;1;Promotor;2
574;SP;2021-2S;Promotor;FAIXA 2;29;0;0;Solteiro(a);Médio Completo;31;Não Solicitou;0;Neutro;1
575;SP;2021-2S;Detrator;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;31;Não Solicitou;1;Promotor;2
576;BA;2022-1S;Detrator;FAIXA 1;25;0;0;Solteiro(a);Superior Completo;25;AMBOS TIPOS;4;Detrator;0
577;SP;2021-2S;Neutro;FAIXA 2;29;0;0;Solteiro(a);Médio Completo;31;Improcedente;1;Promotor;2
578;SP;2021-2S;Detrator;FAIXA 1;30;0;0;Divorciado(a);Superior Completo;31;AMBOS TIPOS;2;Detrator;0
579;SP;2021-2S;Detrator;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;31;AMBOS TIPOS;2;Detrator;0
580;SP;2021-2S;Neutro;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;31;AMBOS TIPOS;2;Detrator;0
581;SP;2021-2S;Neutro;FAIXA 2;38;0;0;Solteiro(a);Superior Completo;31;Não Solicitou;0;Detrator;0
582;SP;2021-2S;Promotor;FAIXA 2;40;0;0;Solteiro(a);Superior Completo;31;Procedente;3;Promotor;2
583;SP;2021-2S;Detrator;FAIXA 1;48;0;0;Solteiro(a);Médio Completo;31;AMBOS TIPOS;1;Detrator;0
584;SP;2021-2S;Promotor;FAIXA 1;40;0;0;Solteiro(a);Superior Completo;31;Procedente;4;Detrator;0
585;SP;2021-2S;Promotor;FAIXA 1;44;0;0;Solteiro(a);Médio Completo;31;Não Solicitou;1;Promotor;2
586;SP;2021-2S;Promotor;FAIXA 1;32;2;2;Casado(a);Médio Completo;31;Não Solicitou;0;Neutro;1
587;SP;2021-2S;Detrator;FAIXA 1;37;1;1;Divorciado(a);Médio Completo;31;Não Solicitou;0;Promotor;2
588;SP;2021-2S;Promotor;FAIXA 1;41;2;2;Casado(a);Médio Completo;31;Não Solicitou;0;Promotor;2
589;SP;2021-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Superior Completo;31;Não Solicitou;0;Promotor;2
590;SP;2021-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;31;Não Solicitou;0;Promotor;2
591;SP;2021-2S;Neutro;FAIXA 1;43;1;1;Solteiro(a);Médio Completo;31;Improcedente;1;Detrator;0
592;SP;2021-2S;Promotor;FAIXA 1;39;2;2;Solteiro(a);Médio Completo;31;Procedente;1;Promotor;2
593;SP;2021-2S;Detrator;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;31;Procedente;1;Detrator;0
594;SP;2021-2S;Promotor;FAIXA 1;41;3;3;Divorciado(a);Médio Completo;31;Não Solicitou;0;Promotor;2
595;SP;2021-2S;Promotor;FAIXA 2;57;0;0;Solteiro(a);Superior Completo;31;Procedente;1;Promotor;2
596;SP;2021-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;31;Procedente;1;Promotor;2
597;SP;2021-2S;Promotor;FAIXA 1;22;0;0;Solteiro(a);Médio Completo;31;Procedente;2;Neutro;1
598;BA;2022-1S;Detrator;FAIXA 3;43;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;0;Detrator;0
599;RJ;2023-1S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;5;Improcedente;0;Promotor;2
600;BA;2022-1S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;25;Não Solicitou;0;Promotor;2
601;SP;2020-2S;Detrator;FAIXA 1;25;0;0;Solteiro(a);Superior Incompleto;37;Não Solicitou;1;Detrator;0
602;SP;2020-2S;Promotor;FAIXA 3;58;0;0;Casado(a);Médio Incompleto;37;AMBOS TIPOS;2;Promotor;2
603;SP;2020-2S;Detrator;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;37;AMBOS TIPOS;2;Promotor;2
604;SP;2020-2S;Detrator;FAIXA 3;28;0;0;Solteiro(a);Superior Completo;37;AMBOS TIPOS;3;Detrator;0
605;SP;2020-2S;Detrator;FAIXA 2;30;0;0;Casado(a);Médio Completo;37;Não Solicitou;0;Detrator;0
606;SP;2020-2S;Detrator;FAIXA 2;44;1;1;Solteiro(a);Superior Completo;37;AMBOS TIPOS;2;Detrator;0
607;SP;2020-2S;Detrator;FAIXA 2;56;1;1;Solteiro(a);Superior Completo;37;AMBOS TIPOS;1;Detrator;0
608;SP;2020-2S;Promotor;FAIXA 3;33;1;1;Solteiro(a);Médio Completo;37;Improcedente;0;Detrator;0
609;SP;2020-2S;Detrator;FAIXA 2;32;0;0;Solteiro(a);Superior Completo;37;Improcedente;1;Detrator;0
610;SP;2020-2S;Neutro;FAIXA 1;44;0;0;Solteiro(a);Superior Completo;37;Não Solicitou;2;Detrator;0
611;SP;2020-2S;Detrator;FAIXA 2;50;1;1;Solteiro(a);Médio Completo;37;AMBOS TIPOS;6;Neutro;1
612;SP;2020-2S;Detrator;FAIXA 3;42;0;0;Solteiro(a);Superior Completo;37;Não Solicitou;0;Detrator;0
613;SP;2020-2S;Promotor;FAIXA 1;48;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;2;Detrator;0
614;SP;2020-2S;Promotor;FAIXA 2;33;1;1;Solteiro(a);Superior Completo;37;Procedente;2;Detrator;0
615;SP;2020-2S;Neutro;FAIXA 2;40;2;2;Divorciado(a);Superior Completo;37;AMBOS TIPOS;2;Detrator;0
616;SP;2020-2S;Promotor;FAIXA 2;43;0;0;Divorciado(a);Superior Completo;37;AMBOS TIPOS;1;Detrator;0
617;SP;2020-2S;Detrator;FAIXA 3;38;0;0;Solteiro(a);Médio Completo;37;AMBOS TIPOS;2;Detrator;0
618;SP;2020-2S;Promotor;FAIXA 2;28;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;0;Detrator;0
619;SP;2020-2S;Neutro;FAIXA 2;48;1;1;Solteiro(a);Superior Completo;37;Não Solicitou;1;Neutro;1
620;SP;2020-2S;Detrator;FAIXA 1;40;1;1;Solteiro(a);Superior Completo;37;Não Solicitou;0;Detrator;0
621;SP;2020-2S;Promotor;FAIXA 1;52;2;2;Divorciado(a);Médio Completo;37;Não Solicitou;3;Neutro;1
622;SP;2021-2S;Promotor;FAIXA 1;45;1;1;Solteiro(a);Médio Completo;31;Procedente;0;Neutro;1
623;SP;2020-2S;Promotor;FAIXA 3;45;0;0;Divorciado(a);Médio Completo;37;Improcedente;0;Neutro;1
624;SP;2020-2S;Promotor;FAIXA 2;51;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;0;Detrator;0
625;SP;2020-2S;Promotor;FAIXA 2;31;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;0;Promotor;2
626;SP;2020-2S;Promotor;FAIXA 2;50;0;0;Casado(a);Médio Completo;37;Não Solicitou;0;Promotor;2
627;SP;2020-2S;Promotor;FAIXA 1;50;1;1;Solteiro(a);Médio Completo;37;Não Solicitou;2;Neutro;1
628;SP;2020-2S;Promotor;FAIXA 1;47;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;0;Promotor;2
629;SP;2020-2S;Detrator;FAIXA 3;39;0;0;Solteiro(a);Superior Completo;37;Procedente;2;Detrator;0
630;SP;2020-2S;Detrator;FAIXA 1;41;0;0;Solteiro(a);Superior Completo;37;AMBOS TIPOS;3;Detrator;0
631;SP;2020-2S;Promotor;FAIXA 2;35;1;1;Solteiro(a);Superior Completo;37;Não Solicitou;0;Detrator;0
632;SP;2020-2S;Neutro;FAIXA 2;46;1;1;Divorciado(a);Médio Incompleto;37;AMBOS TIPOS;5;Detrator;0
633;SP;2020-2S;Neutro;FAIXA 3;57;0;0;Solteiro(a);Superior Completo;37;Não Solicitou;1;Neutro;1
634;SP;2020-2S;Detrator;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;0;Detrator;0
635;PR;2022-1S;Promotor;FAIXA 1;31;1;1;Solteiro(a);Médio Completo;24;Procedente;1;Promotor;2
636;SP;2021-1S;Promotor;FAIXA 1;51;2;2;Solteiro(a);Médio Completo;35;Procedente;1;Neutro;1
637;SP;2021-1S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;35;Procedente;2;Neutro;1
638;BA;2022-1S;Promotor;FAIXA 1;46;1;1;Divorciado(a);Médio Completo;25;Não Solicitou;0;Neutro;1
639;BA;2022-1S;Detrator;FAIXA 1;32;0;0;Solteiro(a);Superior Completo;25;Não Solicitou;0;Detrator;0
640;SP;2021-1S;Promotor;FAIXA 1;42;0;0;Solteiro(a);Superior Completo;35;AMBOS TIPOS;7;Detrator;0
641;SP;2021-1S;Promotor;FAIXA 1;61;0;0;Solteiro(a);Médio Completo;35;Não Solicitou;1;Neutro;1
642;SP;2021-1S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;35;Não Solicitou;0;Promotor;2
643;SP;2021-1S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Mestrado;35;AMBOS TIPOS;2;Detrator;0
644;SP;2021-1S;Detrator;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;35;Procedente;5;Neutro;1
645;SP;2021-1S;Neutro;FAIXA 1;43;1;1;Solteiro(a);Médio Completo;35;Não Solicitou;2;Neutro;1
646;SP;2021-1S;Promotor;FAIXA 3;33;1;1;Solteiro(a);Superior Completo;35;AMBOS TIPOS;6;Detrator;0
647;SP;2021-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;35;Procedente;3;Detrator;0
648;SP;2021-1S;Neutro;FAIXA 1;54;1;1;Solteiro(a);Médio Completo;35;Não Solicitou;1;Promotor;2
649;SP;2021-1S;Promotor;FAIXA 1;41;2;2;Casado(a);Médio Completo;35;Não Solicitou;2;Neutro;1
650;SP;2021-1S;Detrator;FAIXA 1;31;0;0;Solteiro(a);Superior Completo;35;Não Solicitou;1;Detrator;0
651;SP;2021-1S;Promotor;FAIXA 1;42;0;0;Solteiro(a);Médio Completo;35;Não Solicitou;1;Promotor;2
652;SP;2021-1S;Promotor;FAIXA 1;27;1;1;Solteiro(a);Médio Completo;35;Procedente;2;Neutro;1
653;SP;2021-1S;Promotor;FAIXA 3;41;0;0;Solteiro(a);Médio Completo;35;Procedente;4;Detrator;0
654;SP;2021-1S;Promotor;FAIXA 1;41;2;2;Solteiro(a);Médio Completo;35;Não Solicitou;0;Neutro;1
655;SP;2021-1S;Promotor;FAIXA 1;35;1;1;Divorciado(a);Superior Completo;35;AMBOS TIPOS;2;Detrator;0
656;SP;2021-1S;Promotor;FAIXA 2;50;0;0;Solteiro(a);Superior Completo;35;AMBOS TIPOS;5;Promotor;2
657;SP;2021-1S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Superior Completo;35;AMBOS TIPOS;5;Promotor;2
658;SP;2021-1S;Promotor;FAIXA 1;47;1;1;Divorciado(a);Médio Completo;35;Não Solicitou;0;Promotor;2
659;PE;2022-2S;Neutro;FAIXA 1;38;0;0;Divorciado(a);Médio Completo;23;AMBOS TIPOS;2;Detrator;0
660;SP;2020-2S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;37;Procedente;1;Detrator;0
661;PE;2022-2S;Promotor;FAIXA 1;47;1;1;Solteiro(a);Médio Completo;23;Improcedente;0;Promotor;2
662;PE;2022-2S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;23;Improcedente;0;Detrator;0
663;BA;2022-1S;Promotor;FAIXA 4;51;0;0;Viúvo(a);Superior Completo;17;Não Solicitou;0;Detrator;0
664;PE;2022-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Superior Completo;23;AMBOS TIPOS;3;Detrator;0
665;BA;2022-1S;Neutro;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;20;AMBOS TIPOS;1;Promotor;2
666;PE;2022-2S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;23;Improcedente;4;Detrator;0
667;PE;2022-2S;Neutro;FAIXA 1;48;0;0;Solteiro(a);Superior Completo;23;Improcedente;1;Detrator;0
668;PE;2022-2S;Neutro;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;23;Improcedente;3;Neutro;1
669;PE;2022-2S;Promotor;FAIXA 1;53;0;0;Divorciado(a);Médio Completo;23;Procedente;5;Detrator;0
670;PE;2022-2S;Promotor;FAIXA 1;47;1;1;Solteiro(a);Médio Completo;23;Não Solicitou;0;Detrator;0
671;RJ;2023-1S;Promotor;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;5;AMBOS TIPOS;2;Promotor;2
672;BA;2022-1S;Detrator;FAIXA 2;42;0;0;Solteiro(a);Médio Completo;25;AMBOS TIPOS;16;Detrator;0
673;BA;2022-1S;Promotor;FAIXA 1;43;2;2;Solteiro(a);Fundamental Completo;25;AMBOS TIPOS;4;Promotor;2
674;BA;2022-1S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;25;Improcedente;3;Neutro;1
675;SP;2021-1S;Neutro;FAIXA 1;50;0;0;Solteiro(a);Médio Completo;35;Procedente;6;Promotor;2
676;PE;2022-2S;Promotor;FAIXA 1;35;1;1;Solteiro(a);Superior Completo;23;Procedente;1;Neutro;1
677;SP;2021-1S;Neutro;FAIXA 2;53;2;2;Casado(a);Médio Completo;35;Não Solicitou;0;Detrator;0
678;SP;2021-2S;Promotor;FAIXA 1;41;0;0;Divorciado(a);Médio Completo;31;Não Solicitou;0;Neutro;1
679;SP;2020-2S;Promotor;FAIXA 2;41;3;3;Casado(a);Médio Incompleto;37;Não Solicitou;0;Detrator;0
680;SP;2021-1S;Neutro;FAIXA 1;28;1;1;Solteiro(a);Fundamental Completo;29;Não Solicitou;1;Detrator;0
681;BA;2022-1S;Promotor;FAIXA 1;37;1;1;Solteiro(a);Médio Completo;25;Não Solicitou;0;Promotor;2
682;SP;2021-1S;Promotor;FAIXA 2;31;0;0;Casado(a);Superior Completo;35;AMBOS TIPOS;5;Neutro;1
683;SP;2021-2S;Promotor;FAIXA 1;28;1;1;Solteiro(a);Médio Completo;31;Não Solicitou;0;Detrator;0
684;SP;2021-2S;Neutro;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;31;AMBOS TIPOS;3;Detrator;0
685;SP;2021-1S;Promotor;FAIXA 1;59;1;1;Solteiro(a);Fundamental Incompleto;29;Não Solicitou;0;Promotor;2
686;BA;2022-1S;Promotor;FAIXA 3;39;0;0;Solteiro(a);Superior Completo;17;Não Solicitou;0;Promotor;2
687;RJ;2022-2S;Detrator;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;18;Procedente;1;Neutro;1
688;SP;2020-2S;Detrator;FAIXA 2;51;1;1;Casado(a);Superior Completo;37;AMBOS TIPOS;3;Detrator;0
689;SP;2021-1S;Neutro;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;35;Não Solicitou;5;Detrator;0
690;BA;2022-1S;Detrator;FAIXA 4;36;0;0;Solteiro(a);Superior Completo;17;Não Solicitou;0;Detrator;0
691;BA;2022-1S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;25;Improcedente;0;Neutro;1
692;PR;2022-1S;Neutro;FAIXA 1;33;0;0;Solteiro(a);Superior Completo;24;Não Solicitou;0;Detrator;0
693;SP;2020-2S;Detrator;FAIXA 3;43;0;0;Casado(a);Médio Completo;37;Improcedente;0;Detrator;0
694;SP;2021-2S;Neutro;FAIXA 2;44;1;1;Solteiro(a);Superior Completo;31;Não Solicitou;2;Detrator;0
695;SP;2020-2S;Detrator;FAIXA 3;52;0;0;Viúvo(a);Superior Completo;37;Não Solicitou;0;Detrator;0
696;SP;2021-1S;Promotor;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;29;Procedente;1;Promotor;2
697;RS;2022-1S;Neutro;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;17;Procedente;8;Detrator;0
698;SP;2021-1S;Detrator;FAIXA 1;43;0;0;Casado(a);Médio Completo;32;Não Solicitou;1;Detrator;0
699;SP;2021-1S;Detrator;FAIXA 1;33;0;0;Solteiro(a);Superior Incompleto;32;Procedente;3;Neutro;1
700;SP;2021-1S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;32;Não Solicitou;1;Detrator;0
701;SP;2021-1S;Promotor;FAIXA 1;55;0;0;Solteiro(a);Médio Completo;32;Não Solicitou;1;Promotor;2
