numero_cliente;regional;safra_inicio_obras;nps_vistoria;faixa_renda;idade;filhos;sexo;estado_civil;escolaridade;meses_para_entrega;status_assistencia;acionamentos_assistencia;nps_6m;nps_6m_target
1558;SP;2021-2S;Promotor;FAIXA 1;36;0;0;Casado(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1559;SP;2021-2S;Detrator;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;33;Procedente;2;Promotor;2
1560;CE;2022-2S;Promotor;FAIXA 1;38;1;1;Solteiro(a);Médio Completo;24;Não Solicitou;1;Neutro;1
1561;SP;2021-2S;Promotor;FAIXA 1;40;0;0;Divorciado(a);Médio Completo;33;Não Solicitou;0;Neutro;1
1562;RJ;2022-2S;Promotor;FAIXA 1;33;0;0;Solteiro(a);Médio Completo;18;Não Solicitou;2;Neutro;1
1563;SP;2021-2S;Promotor;FAIXA 2;24;0;0;Solteiro(a);Médio Completo;33;AMBOS TIPOS;3;Promotor;2
1564;SP;2021-2S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1565;SP;2021-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;2;Detrator;0
1566;SP;2021-2S;Detrator;FAIXA 3;36;0;0;Solteiro(a);Superior Completo;33;AMBOS TIPOS;9;Detrator;0
1567;SP;2021-1S;Detrator;FAIXA 1;40;0;0;Solteiro(a);Médio Completo;38;Procedente;2;Detrator;0
1568;CE;2022-2S;Promotor;FAIXA 1;34;0;0;Solteiro(a);Médio Completo;24;Procedente;1;Promotor;2
1569;RJ;2022-2S;Promotor;FAIXA 3;37;1;1;Solteiro(a);Médio Completo;23;AMBOS TIPOS;2;Promotor;2
1570;RJ;2023-1S;Detrator;FAIXA 1;31;1;1;Solteiro(a);Médio Completo;10;Não Solicitou;0;Detrator;0
1571;GO;2021-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1572;GO;2021-2S;Promotor;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1573;BA;2022-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Neutro;1
1574;SP;2021-1S;Detrator;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;38;AMBOS TIPOS;2;Detrator;0
1575;RJ;2022-1S;Neutro;FAIXA 1;50;1;1;Solteiro(a);Médio Completo;27;Não Solicitou;0;Detrator;0
1576;SP;2021-2S;Neutro;FAIXA 1;47;2;2;Solteiro(a);Superior Completo;35;Não Solicitou;0;Neutro;1
1577;SP;2021-2S;Detrator;FAIXA 2;37;0;0;Solteiro(a);Superior Completo;35;AMBOS TIPOS;1;Detrator;0
1578;SP;2021-2S;Promotor;FAIXA 1;57;1;1;Casado(a);Médio Completo;35;AMBOS TIPOS;2;Promotor;2
1579;SP;2021-2S;Promotor;FAIXA 2;35;0;0;Solteiro(a);Superior Completo;35;Não Solicitou;0;Promotor;2
1580;SP;2021-2S;Detrator;FAIXA 1;34;21;21;Solteiro(a);Médio Completo;35;Não Solicitou;0;Detrator;0
1581;SP;2021-2S;Promotor;FAIXA 2;38;0;0;Divorciado(a);Médio Completo;35;Não Solicitou;1;Promotor;2
1582;SP;2021-2S;Promotor;FAIXA 1;54;0;0;Casado(a);Médio Completo;35;Procedente;1;Neutro;1
1583;SP;2021-2S;Promotor;FAIXA 2;58;1;1;Divorciado(a);Superior Completo;35;Não Solicitou;0;Promotor;2
1584;SP;2021-2S;Promotor;FAIXA 3;46;0;0;Casado(a);Superior Completo;35;Não Solicitou;0;Detrator;0
1585;SP;2021-2S;Detrator;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;35;Procedente;1;Detrator;0
1586;SP;2021-2S;Neutro;FAIXA 2;32;1;1;Casado(a);Superior Completo;35;Procedente;2;Promotor;2
1587;SP;2021-2S;Promotor;FAIXA 1;34;1;1;Divorciado(a);Superior Completo;33;Procedente;6;Detrator;0
1588;RJ;2022-2S;Promotor;FAIXA 1;42;2;2;Solteiro(a);Médio Completo;16;Não Solicitou;0;Detrator;0
1589;PE;2023-1S;Detrator;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;19;Não Solicitou;2;Detrator;0
1590;SP;2020-1S;Promotor;FAIXA 2;27;0;0;Solteiro(a);Superior Completo;39;Procedente;1;Detrator;0
1591;SP;2022-1S;Detrator;FAIXA 2;27;0;0;Solteiro(a);Superior Incompleto;33;Procedente;3;Detrator;0
1592;RS;2022-2S;Detrator;FAIXA 1;55;0;0;Divorciado(a);Médio Completo;22;AMBOS TIPOS;2;Detrator;0
1593;BA;2022-2S;Detrator;FAIXA 1;31;1;1;Solteiro(a);Médio Completo;27;Não Solicitou;0;Detrator;0
1594;RS;2023-1S;Detrator;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;21;Não Solicitou;2;Detrator;0
1595;SP;2022-1S;Promotor;FAIXA 1;39;2;2;Divorciado(a);Médio Completo;27;AMBOS TIPOS;5;Promotor;2
1596;SP;2021-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;34;Não Solicitou;0;Promotor;2
1597;SP;2022-1S;Detrator;FAIXA 1;37;0;0;Casado(a);Superior Completo;33;Procedente;7;Neutro;1
1598;SP;2021-2S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;33;Procedente;1;Detrator;0
1599;SP;2021-2S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1600;SP;2021-2S;Promotor;FAIXA 2;36;1;1;Casado(a);Superior Completo;34;AMBOS TIPOS;2;Promotor;2
1601;BA;2022-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Superior Incompleto;27;Procedente;6;Promotor;2
1602;RS;2022-2S;Promotor;FAIXA 1;47;1;1;Solteiro(a);Médio Completo;22;Não Solicitou;0;Promotor;2
1603;RJ;2023-2S;Detrator;FAIXA 1;22;0;0;Solteiro(a);Médio Completo;14;Procedente;2;Detrator;0
1604;SP;2021-2S;Detrator;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;33;Procedente;4;Detrator;0
1605;RJ;2023-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1606;RJ;2023-2S;Detrator;FAIXA 1;41;1;1;Solteiro(a);Superior Incompleto;14;AMBOS TIPOS;9;Detrator;0
1607;RJ;2023-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1608;RJ;2023-2S;Promotor;FAIXA 1;34;1;1;Solteiro(a);Médio Completo;14;AMBOS TIPOS;4;Neutro;1
1609;RJ;2023-2S;Neutro;FAIXA 1;30;0;0;Solteiro(a);Superior Incompleto;14;Procedente;4;Detrator;0
1610;RJ;2023-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Neutro;1
1611;RJ;2023-2S;Neutro;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Neutro;1
1612;RJ;2023-2S;Promotor;FAIXA 2;49;0;0;Casado(a);Fundamental Completo;14;Não Solicitou;1;Promotor;2
1613;RJ;2023-2S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;14;Procedente;2;Neutro;1
1614;RJ;2023-2S;Promotor;FAIXA 1;32;0;0;Casado(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1615;RJ;2023-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1616;RJ;2023-2S;Promotor;FAIXA 1;62;0;0;Solteiro(a);Médio Completo;14;AMBOS TIPOS;8;Promotor;2
1617;RJ;2023-2S;Promotor;FAIXA 2;27;0;0;Solteiro(a);Superior Completo;14;Procedente;1;Promotor;2
1618;RJ;2023-2S;Promotor;FAIXA 2;22;0;0;Solteiro(a);Médio Completo;14;AMBOS TIPOS;2;Promotor;2
1619;RJ;2023-2S;Promotor;FAIXA 1;21;0;0;Solteiro(a);Superior Incompleto;14;Não Solicitou;0;Promotor;2
1620;RJ;2023-2S;Detrator;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;14;Procedente;3;Promotor;2
1621;RJ;2023-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Superior Incompleto;14;Não Solicitou;1;Promotor;2
1622;RJ;2023-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;5;Promotor;2
1623;RJ;2023-2S;Promotor;FAIXA 1;22;0;0;Solteiro(a);Superior Incompleto;14;Não Solicitou;0;Promotor;2
1624;RJ;2023-2S;Promotor;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1625;RJ;2023-2S;Promotor;FAIXA 1;24;0;0;Casado(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1626;RJ;2023-2S;Promotor;FAIXA 1;37;0;0;Divorciado(a);Superior Completo;14;Não Solicitou;0;Promotor;2
1627;RJ;2023-2S;Promotor;FAIXA 1;43;0;0;Solteiro(a);Superior Completo;14;Não Solicitou;0;Promotor;2
1628;RJ;2023-2S;Promotor;FAIXA 1;24;0;0;Solteiro(a);Médio Completo;14;AMBOS TIPOS;3;Promotor;2
1629;RJ;2023-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1630;RJ;2023-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Detrator;0
1631;RJ;2023-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1632;RJ;2023-2S;Promotor;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1633;RJ;2023-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;14;Procedente;2;Promotor;2
1634;RJ;2023-2S;Promotor;FAIXA 1;22;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;2;Promotor;2
1635;RJ;2023-2S;Promotor;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1636;RJ;2023-2S;Promotor;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Neutro;1
1637;RJ;2023-2S;Promotor;FAIXA 1;21;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Neutro;1
1638;SP;2021-2S;Promotor;FAIXA 1;57;1;1;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1639;RJ;2023-2S;Promotor;FAIXA 2;27;0;0;Solteiro(a);Superior Completo;14;Não Solicitou;0;Promotor;2
1640;RJ;2023-2S;Promotor;FAIXA 3;26;0;0;União estável;Médio Completo;14;Não Solicitou;0;Promotor;2
1641;RJ;2023-2S;Neutro;FAIXA 1;22;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Neutro;1
1642;RJ;2023-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
1643;RJ;2023-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Superior Incompleto;14;Procedente;1;Promotor;2
1644;RJ;2023-2S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;14;Procedente;5;Promotor;2
1645;RJ;2023-2S;Neutro;FAIXA 1;21;0;0;Solteiro(a);Médio Completo;14;Procedente;2;Detrator;0
1646;RJ;2023-2S;Promotor;FAIXA 1;50;1;1;Solteiro(a);Fundamental Completo;14;Procedente;1;Promotor;2
1647;RJ;2023-2S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;14;Procedente;2;Detrator;0
1648;RJ;2023-2S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;1;Promotor;2
1649;BA;2022-2S;Neutro;FAIXA 1;39;0;0;Solteiro(a);Superior Incompleto;27;Improcedente;0;Promotor;2
1650;SP;2021-2S;Promotor;FAIXA 1;24;0;0;Solteiro(a);Médio Completo;33;AMBOS TIPOS;1;Promotor;2
1651;RS;2023-1S;Promotor;FAIXA 1;29;0;0;Casado(a);Médio Completo;21;Não Solicitou;1;Promotor;2
1652;BA;2022-2S;Detrator;FAIXA 1;57;1;1;Divorciado(a);Médio Completo;27;Não Solicitou;0;Neutro;1
1653;SP;2021-1S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Superior Completo;38;Não Solicitou;0;Detrator;0
1654;PE;2022-2S;Detrator;FAIXA 1;51;0;0;Solteiro(a);Médio Completo;23;Não Solicitou;0;Detrator;0
1655;SP;2021-2S;Promotor;FAIXA 2;50;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1656;SP;2021-1S;Detrator;FAIXA 1;62;0;0;Solteiro(a);Médio Completo;38;Procedente;1;Detrator;0
1657;RJ;2023-2S;Neutro;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;14;Procedente;3;Neutro;1
1658;SP;2022-1S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;27;Procedente;3;Neutro;1
1659;SP;2022-1S;Neutro;FAIXA 2;33;0;0;Solteiro(a);Superior Completo;33;Não Solicitou;1;Neutro;1
1660;SP;2021-1S;Promotor;FAIXA 1;40;1;1;Solteiro(a);Médio Completo;38;Não Solicitou;1;Promotor;2
1661;SP;2021-2S;Detrator;FAIXA 3;36;0;0;Solteiro(a);Médio Completo;35;Improcedente;0;Detrator;0
1662;SP;2022-1S;Detrator;FAIXA 2;51;0;0;Solteiro(a);Superior Completo;33;Procedente;2;Detrator;0
1663;SP;2021-1S;Promotor;FAIXA 1;44;0;0;Solteiro(a);Médio Completo;43;Procedente;1;Detrator;0
1664;SP;2021-1S;Detrator;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;43;Não Solicitou;0;Detrator;0
1665;SP;2021-1S;Detrator;FAIXA 1;46;0;0;Divorciado(a);Médio Completo;43;Procedente;1;Detrator;0
1666;SP;2021-1S;Detrator;FAIXA 1;45;1;1;Solteiro(a);Médio Completo;43;Procedente;6;Detrator;0
1667;SP;2021-1S;Promotor;FAIXA 1;50;1;1;Solteiro(a);Médio Completo;43;Procedente;6;Detrator;0
1668;SP;2021-1S;Detrator;FAIXA 1;55;1;1;Solteiro(a);Superior Completo;43;Não Solicitou;0;Neutro;1
1669;SP;2021-1S;Detrator;FAIXA 1;40;0;0;Solteiro(a);Superior Completo;43;Não Solicitou;0;Detrator;0
1670;SP;2021-1S;Promotor;FAIXA 1;38;0;0;Casado(a);Médio Completo;43;Procedente;3;Neutro;1
1671;SP;2021-1S;Detrator;FAIXA 1;43;1;1;Solteiro(a);Médio Completo;43;AMBOS TIPOS;1;Detrator;0
1672;SP;2021-1S;Detrator;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;43;Procedente;2;Detrator;0
1673;SP;2021-1S;Neutro;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;43;AMBOS TIPOS;1;Detrator;0
1674;SP;2021-1S;Promotor;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;43;Não Solicitou;0;Promotor;2
1675;SP;2021-1S;Detrator;FAIXA 2;38;0;0;Solteiro(a);Médio Completo;43;Não Solicitou;0;Detrator;0
1676;SP;2021-1S;Promotor;FAIXA 1;37;1;1;Divorciado(a);Superior Incompleto;43;Não Solicitou;1;Neutro;1
1677;SP;2021-1S;Promotor;FAIXA 2;55;1;1;Solteiro(a);Fundamental Completo;43;Procedente;6;Detrator;0
1678;SP;2021-1S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Superior Completo;43;AMBOS TIPOS;3;Promotor;2
1679;SP;2021-1S;Detrator;FAIXA 1;31;1;1;Solteiro(a);Fundamental Completo;43;Não Solicitou;0;Detrator;0
1680;SP;2021-1S;Detrator;FAIXA 1;30;1;1;Solteiro(a);Fundamental Completo;43;Não Solicitou;0;Detrator;0
1681;SP;2021-1S;Detrator;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;43;AMBOS TIPOS;2;Detrator;0
1682;SP;2021-1S;Neutro;FAIXA 1;46;1;1;Solteiro(a);Médio Completo;43;Não Solicitou;0;Promotor;2
1683;SP;2021-1S;Promotor;FAIXA 1;50;0;0;Solteiro(a);Médio Completo;43;Não Solicitou;1;Promotor;2
1684;BA;2022-1S;Neutro;FAIXA 2;45;1;1;Solteiro(a);Médio Completo;28;Não Solicitou;0;Detrator;0
1685;SP;2021-1S;Detrator;FAIXA 1;48;2;2;Divorciado(a);Médio Completo;43;Improcedente;2;Detrator;0
1686;BA;2022-1S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;28;Improcedente;1;Promotor;2
1687;BA;2022-1S;Promotor;FAIXA 1;46;0;0;Divorciado(a);Médio Completo;28;Não Solicitou;0;Detrator;0
1688;BA;2022-1S;Detrator;FAIXA 2;42;1;1;Casado(a);Superior Completo;28;Procedente;6;Neutro;1
1689;BA;2022-1S;Promotor;FAIXA 2;46;1;1;Solteiro(a);Médio Completo;28;Procedente;1;Detrator;0
1690;BA;2022-1S;Neutro;FAIXA 1;40;0;0;Solteiro(a);Médio Completo;28;Não Solicitou;0;Neutro;1
1691;BA;2022-1S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;28;Improcedente;0;Detrator;0
1692;BA;2022-1S;Promotor;FAIXA 1;48;0;0;Solteiro(a);Médio Completo;28;AMBOS TIPOS;5;Promotor;2
1693;BA;2022-1S;Promotor;FAIXA 1;38;1;1;Solteiro(a);Médio Completo;28;Não Solicitou;0;Neutro;1
1694;BA;2022-1S;Detrator;FAIXA 1;0;0;0;Casado(a);Médio Completo;28;Não Solicitou;0;Neutro;1
1695;BA;2022-1S;Neutro;FAIXA 1;46;1;1;Solteiro(a);Superior Completo;28;Procedente;1;Detrator;0
1696;BA;2022-1S;Promotor;FAIXA 1;40;0;0;Casado(a);Médio Completo;28;Não Solicitou;0;Neutro;1
1697;BA;2022-1S;Promotor;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;28;Procedente;9;Neutro;1
1698;BA;2022-1S;Detrator;FAIXA 3;47;0;0;Solteiro(a);Superior Completo;28;AMBOS TIPOS;2;Detrator;0
1699;BA;2022-1S;Promotor;FAIXA 1;38;1;1;Solteiro(a);Fundamental Completo;28;Improcedente;0;Neutro;1
1700;BA;2022-1S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;28;Procedente;6;Neutro;1
1701;BA;2022-1S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;28;Não Solicitou;2;Promotor;2
1702;BA;2022-1S;Promotor;FAIXA 1;40;0;0;Solteiro(a);Superior Completo;28;Procedente;3;Promotor;2
1703;BA;2022-1S;Promotor;FAIXA 1;40;0;0;Solteiro(a);Médio Completo;28;Improcedente;2;Neutro;1
1704;BA;2022-1S;Promotor;FAIXA 1;46;0;0;Solteiro(a);Médio Completo;28;Não Solicitou;0;Neutro;1
1705;BA;2022-1S;Promotor;FAIXA 2;36;0;0;Solteiro(a);Médio Completo;28;Procedente;3;Detrator;0
1706;BA;2022-1S;Promotor;FAIXA 1;41;2;2;Solteiro(a);Médio Completo;28;Não Solicitou;0;Detrator;0
1707;BA;2022-1S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;28;Improcedente;0;Neutro;1
1708;BA;2022-1S;Neutro;FAIXA 3;37;0;0;Solteiro(a);Médio Completo;28;Improcedente;0;Detrator;0
1709;BA;2022-1S;Neutro;FAIXA 2;35;1;1;Solteiro(a);Médio Completo;28;Improcedente;0;Detrator;0
1710;BA;2022-1S;Promotor;FAIXA 1;45;0;0;Casado(a);Médio Completo;28;Não Solicitou;0;Neutro;1
1711;BA;2022-1S;Detrator;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;25;Não Solicitou;0;Detrator;0
1712;BA;2022-1S;Neutro;FAIXA 1;53;0;0;Casado(a);Médio Completo;28;Não Solicitou;0;Detrator;0
1713;SP;2021-2S;Promotor;FAIXA 3;65;0;0;Viúvo(a);Médio Completo;35;Não Solicitou;1;Promotor;2
1714;SP;2021-1S;Detrator;FAIXA 2;40;0;0;Solteiro(a);Superior Completo;43;Procedente;4;Detrator;0
1715;BA;2022-1S;Detrator;FAIXA 1;42;1;1;Solteiro(a);Superior Completo;28;AMBOS TIPOS;3;Detrator;0
1716;BA;2022-1S;Promotor;FAIXA 1;41;0;0;Casado(a);Médio Completo;28;Não Solicitou;0;Promotor;2
1717;SP;2020-2S;Promotor;FAIXA 1;40;1;1;Solteiro(a);Médio Completo;37;Não Solicitou;0;Promotor;2
1718;SP;2022-2S;Neutro;FAIXA 1;32;1;1;Solteiro(a);Médio Completo;30;Procedente;7;Detrator;0
1719;RJ;2022-2S;Promotor;FAIXA 1;29;2;2;Solteiro(a);Superior Completo;16;Não Solicitou;0;Neutro;1
1720;SP;2021-1S;Promotor;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;43;Não Solicitou;#N/D;Promotor;2
1721;CE;2021-2S;Neutro;FAIXA 1;54;1;1;Solteiro(a);Médio Completo;25;Não Solicitou;0;Detrator;0
1722;SP;2022-2S;Promotor;FAIXA 1;25;1;1;Solteiro(a);Médio Completo;30;Não Solicitou;0;Neutro;1
1723;SP;2022-2S;Promotor;FAIXA 1;43;1;1;Casado(a);Médio Completo;30;Não Solicitou;0;Promotor;2
1724;SP;2022-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Superior Completo;30;Procedente;6;Detrator;0
1725;BA;2022-1S;Promotor;FAIXA 1;48;0;0;Casado(a);Médio Completo;28;Não Solicitou;0;Promotor;2
1726;SP;2022-2S;Promotor;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;30;Procedente;1;Detrator;0
1727;SP;2022-2S;Neutro;FAIXA 1;29;1;1;Solteiro(a);Médio Completo;30;Procedente;2;Detrator;0
1728;SP;2022-2S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;30;Não Solicitou;0;Promotor;2
1729;SP;2022-2S;Promotor;FAIXA 1;39;1;1;Solteiro(a);Superior Completo;30;Procedente;2;Promotor;2
1730;SP;2022-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;30;Não Solicitou;1;Neutro;1
1731;SP;2022-2S;Promotor;FAIXA 1;42;1;1;Divorciado(a);Médio Completo;30;Procedente;1;Promotor;2
1732;SP;2022-2S;Promotor;FAIXA 1;44;0;0;Solteiro(a);Médio Completo;30;Procedente;2;Neutro;1
1733;SP;2022-2S;Promotor;FAIXA 1;41;2;2;Solteiro(a);Médio Completo;30;Procedente;2;Neutro;1
1734;SP;2022-2S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;30;Não Solicitou;0;Neutro;1
1735;BA;2022-1S;Neutro;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;28;Não Solicitou;0;Detrator;0
1736;BA;2022-1S;Promotor;FAIXA 3;44;1;1;Solteiro(a);Superior Incompleto;28;Não Solicitou;2;Promotor;2
1737;SP;2022-2S;Detrator;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;30;Procedente;3;Detrator;0
1738;SP;2021-1S;Neutro;FAIXA 1;54;0;0;Solteiro(a);Superior Completo;38;Não Solicitou;1;Promotor;2
1739;BA;2022-1S;Promotor;FAIXA 1;48;1;1;Casado(a);Médio Completo;31;Improcedente;0;Detrator;0
1740;BA;2022-1S;Promotor;FAIXA 1;51;1;1;Solteiro(a);Médio Completo;31;Não Solicitou;0;Promotor;2
1741;BA;2022-1S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;31;AMBOS TIPOS;2;Promotor;2
1742;BA;2022-1S;Promotor;FAIXA 1;45;1;1;Solteiro(a);Médio Completo;31;Procedente;2;Promotor;2
1743;BA;2022-1S;Neutro;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;31;AMBOS TIPOS;1;Neutro;1
1744;BA;2022-1S;Promotor;FAIXA 2;46;0;0;Solteiro(a);Superior Incompleto;31;Não Solicitou;0;Promotor;2
1745;BA;2022-1S;Promotor;FAIXA 1;45;1;1;Solteiro(a);Médio Completo;31;Não Solicitou;0;Neutro;1
1746;BA;2022-1S;Detrator;FAIXA 1;34;0;0;Solteiro(a);Médio Completo;31;Não Solicitou;0;Detrator;0
1747;BA;2022-1S;Neutro;FAIXA 2;32;0;0;Solteiro(a);Superior Completo;31;Improcedente;0;Neutro;1
1748;BA;2022-1S;Promotor;FAIXA 2;50;1;1;Solteiro(a);Médio Completo;31;AMBOS TIPOS;1;Neutro;1
1749;BA;2022-1S;Neutro;FAIXA 1;43;0;0;Solteiro(a);Médio Completo;31;Procedente;1;Neutro;1
1750;BA;2022-1S;Neutro;FAIXA 1;41;1;1;Solteiro(a);Médio Completo;31;Procedente;2;Neutro;1
1751;BA;2022-1S;Neutro;FAIXA 2;41;0;0;Solteiro(a);Médio Completo;31;Não Solicitou;4;Neutro;1
1752;BA;2022-1S;Neutro;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;31;Procedente;3;Neutro;1
1753;BA;2022-1S;Detrator;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;31;Improcedente;2;Detrator;0
1754;BA;2022-1S;Neutro;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;31;Não Solicitou;0;Detrator;0
1755;RJ;2023-2S;Promotor;FAIXA 1;38;0;0;Casado(a);Médio Completo;20;AMBOS TIPOS;5;Detrator;0
1756;RJ;2023-2S;Promotor;FAIXA 2;66;1;1;Casado(a);Médio Completo;20;Não Solicitou;1;Promotor;2
1757;RJ;2023-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Superior Incompleto;20;Não Solicitou;1;Detrator;0
1758;RJ;2023-2S;Promotor;FAIXA 3;60;0;0;Solteiro(a);Superior Completo;20;Procedente;3;Detrator;0
1759;RJ;2023-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;20;AMBOS TIPOS;3;Promotor;2
1760;RJ;2023-2S;Neutro;FAIXA 1;42;0;0;Solteiro(a);Médio Completo;20;Não Solicitou;0;Neutro;1
1761;RJ;2023-2S;Promotor;FAIXA 1;31;1;1;Solteiro(a);Médio Completo;20;Não Solicitou;0;Promotor;2
1762;RJ;2023-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;20;Procedente;2;Promotor;2
1763;RJ;2023-2S;Promotor;FAIXA 1;29;1;1;Solteiro(a);Médio Completo;20;Não Solicitou;0;Detrator;0
1764;RJ;2023-2S;Detrator;FAIXA 1;43;1;1;Solteiro(a);Médio Completo;20;Procedente;6;Detrator;0
1765;RJ;2023-2S;Detrator;FAIXA 1;43;4;4;Solteiro(a);Médio Completo;20;Não Solicitou;0;Detrator;0
1766;RJ;2023-2S;Neutro;FAIXA 2;51;0;0;Solteiro(a);Médio Completo;20;Não Solicitou;0;Neutro;1
1767;RJ;2023-2S;Neutro;FAIXA 2;58;0;0;Casado(a);Médio Completo;20;Procedente;3;Detrator;0
1768;RJ;2023-2S;Promotor;FAIXA 1;46;0;0;Solteiro(a);Médio Completo;20;Procedente;3;Detrator;0
1769;RJ;2023-2S;Promotor;FAIXA 2;48;1;1;Solteiro(a);Superior Completo;20;Procedente;1;Promotor;2
1770;RJ;2023-2S;Promotor;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;20;Procedente;1;Detrator;0
1771;RJ;2023-2S;Promotor;FAIXA 1;44;0;0;Solteiro(a);Superior Completo;20;Procedente;4;Detrator;0
1772;RJ;2023-2S;Promotor;FAIXA 1;21;0;0;Solteiro(a);Médio Completo;20;Procedente;1;Neutro;1
